DeptTag,CourseNum,CourseName,PreReqs,reqsFilled,TermsOffered
,,,,,
HIST,283,"Christian Encounter, Conversion, and Conflict in Modern Africa",None,"['WRC', 'HUM', 'INS']",[]
,,,,,
HIST,284,"History, Culture and Commerce Program: Heritage in Africa and Arabia",Prerequisites: 100 or 200 level Africana Studies or History course and participation on OCS program,"['HUM', 'INS']",['Spring 2020']
,,,,,
HIST,285,"History, Culture and Commerce Program: Critical Historical Research",Prerequisites: 100 or 200 level Africana Studies or History course and participation on OCS program,"['HUM', 'INS']",['Spring 2020']
,,,,,
HIST,287,From Alchemy to the Atom Bomb: The Scientific Revolution and the Making of the Modern World,None,"['WRC', 'HUM']",[]
,,,,,
HIST,298,Junior Colloquium,Prerequisites: At least two six credit courses in History (excluding HIST 100 and Independents) at Carleton.,['HUM'],"['Fall 2019', 'Winter 2020']"
,,,,,
HIST,306,American Wilderness,Prerequisites: History 205 or instructor permission,"['WRC', 'IDS', 'HUM']",['Winter 2020']
,,,,,
HIST,307,Wilderness Field Studies: Grand Canyon,Prerequisites: History 306,"['WRC', 'IDS', 'HUM']",['Spring 2020']
,,,,,
HIST,308,American Cities and Nature,Prerequisites: History 205 or permission of the instructor,"['WRC', 'IDS', 'HUM']",[]
,,,,,
HIST,309,"?Crime & Punishment: American Legal History, 1607-1865.",None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
HIST,310,Black Women Intellectuals,"Prerequisites: A history course is helpful, but not required","['WRC', 'IDS', 'HUM']",[]
,,,,,
HIST,316,"History, Nature & Smartphones",Prerequisites: Previous History course or instructor permission,"['IDS', 'HUM']",[]
,,,,,
HIST,320,The Progressive Era?,None,"['WRC', 'IDS', 'HUM']",['Fall 2019']
,,,,,
HIST,330,"Ideas Incarnate: Institutional Formation, Reform, and Governance in the Middle Ages",None,"['WRC', 'HUM', 'INS']",[]
,,,,,
HIST,335,"Ireland: Land, Conflict, Memory",None,"['QRE', 'WRC', 'HUM', 'INS']",['Fall 2019']
,,,,,
HIST,338,"Digital History, Public Heritage & Deep Mapping",None,"['QRE', 'IDS', 'HUM']",[]
,,,,,
HIST,341,The Russian Revolution and its Global Legacies,Prerequisites: One course in Modern European History or instructor consent,"['WRC', 'HUM', 'INS']",['Spring 2020']
,,,,,
HIST,346,The Holocaust,None,"['HUM', 'INS']",['Winter 2020']
,,,,,
HIST,347,The Global Cold War,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
HIST,359,"Women in South Asia: Histories, Narratives, and Representations",None,"['HUM', 'INS']",[]
,,,,,
HIST,360,Muslims and Modernity,Prerequisites: At least one prior course in the history of the Middle East or Central Asia or Islam,"['WRC', 'HUM', 'INS']",[]
,,,,,
HIST,365,Colonialism in East Asia,Prerequisites: One prior six credit History course,"['WRC', 'HUM', 'INS']",[]
,,,,,
HIST,383,Africa’s Colonial Legacies,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
HIST,386,"Africa: Art, Nation, and Politics",None,"['WRC', 'HUM', 'INS']",[]
,,,,,
HIST,398,Advanced Historical Writing,None,"['WRC', 'HUM']",['Winter 2020']
,,,,,
HIST,400,Integrative Exercise,None,[],['Winter 2020']
,,,,,
LTAM,110,Portuguese for Spanish Speakers,Prerequisites: Spanish 204 or instructor permission,[],['Spring 2020']
,,,,,
LTAM,300,Issues in Latin American Studies,Prerequisites: Latin American Studies gateway course,"['SOC', 'INS']",[]
,,,,,
LTAM,382,Conflictive Development: Peru 1980 to Present,Prerequisites: Spanish 204 or the equivalent,"['SOC', 'INS']",[]
,,,,,
LTAM,398,Latin American Forum,None,"['HUM', 'INS']",['Spring 2020']
,,,,,
LTAM,400,Integrative Exercise,None,[],['Fall 2019']
,,,,,
LING,100,The Noun,None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
LING,110,Introduction to Linguistics,None,['FSR'],"['Winter 2020', 'Spring 2020']"
,,,,,
LING,115,Introduction to the Theory of Syntax,None,['FSR'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
LING,117,Sociophonetics,None,"['QRE', 'SOC']",[]
,,,,,
LING,130,Sociolinguistics of Semitic Languages,None,"['SOC', 'INS']",[]
,,,,,
LING,150,From Esperanto to Dothraki: The Linguistics of Invented Languages,None,['SOC'],['Spring 2020']
,,,,,
LING,216,Generative Approaches to Syntax,Prerequisites: Linguistics 115,['FSR'],['Winter 2020']
,,,,,
LING,217,Phonetics and Phonology,Prerequisites: 100-level Linguistics course,['FSR'],['Fall 2019']
,,,,,
LING,222,The Forms of Words in the World’s Languages,Prerequisites: 100-level linguistics course,['FSR'],['Spring 2020']
,,,,,
LING,231,Structure of Semitic Languages,"Prerequisites: Linguistics 110 or introductory knowledge of Arabic and/or Hebrew language (Arabic 101, Hebrew 101 or equivalent)","['SOC', 'INS']",[]
,,,,,
LING,240,Semantics and Pragmatics,Prerequisites: Any 100 level Linguistics course,['SOC'],[]
,,,,,
LING,275,First Language Acquisition,Prerequisites: 100-level linguistics course,['LAB'],['Winter 2020']
,,,,,
LING,280,Field Methods in Linguistics,Prerequisites: 100-level Linguistics course,['LAB'],['Spring 2020']
,,,,,
LING,285,Japanese Linguistics in Kyoto Seminar: The Linguistics of the Japanese Writing System,Prerequisites: 100-level Linguistics course,"['SOC', 'INS']",['Spring 2020']
,,,,,
LING,286,Japanese Linguistics in Kyoto Seminar: The Structure of Japanese,Prerequisites: 100-level Linguistics course,"['FSR', 'INS']",['Spring 2020']
,,,,,
LING,288,The Structure of Dakota,Prerequisites: Linguistics 117 or Linguistics 217 (Linguistics 217 can be taken simultaneously),['IDS'],['Fall 2019']
,,,,,
LING,315,Topics in Syntax,Prerequisites: Linguistics 216,['FSR'],[]
,,,,,
LING,316,Topics in Morphology,Prerequisites: Linguistics 216,['FSR'],[]
,,,,,
LING,317,Topics in Phonology,Prerequisites: Linguistics 217,['FSR'],[]
,,,,,
LING,325,Syntax of an Unfamiliar Language,Prerequisites: Linguistics 216,['LAB'],['Fall 2019']
,,,,,
LING,340,Topics in Semantics,Prerequisites: Linguistics 216,['FSR'],['Spring 2020']
,,,,,
LING,375,Second Language Acquisition: Speech,Prerequisites: Linguistics 217,"['QRE', 'SOC']",['Winter 2020']
,,,,,
LING,399,Senior Thesis,None,['FSR'],['Fall 2019']
,,,,,
LING,400,Integrative Exercise,None,[],['Winter 2020']
,,,,,
MATH,101,Calculus with Problem Solving,Prerequisites: Not open to students who have received credit for Math 111.,['FSR'],['Fall 2019']
,,,,,
MATH,111,Introduction to Calculus,"Prerequisites: Requires placement via the Calculus Placement Exam 1, see Mathematics web page. Not open to students who have received credit for Mathematics 101.",['FSR'],"['Fall 2019', 'Winter 2020']"
,,,,,
MATH,120,Calculus 2,"Prerequisites: Mathematics 101, 111, score of 4 or 5 on Calculus AB Exam, score of 5, 6, or 7 on Mathematics IB exam or placement via a Carleton placement exam. Not open to students who have received credit for Math 211 or have a score of 4 or 5 on the AP Calculus BC ex",['FSR'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,206,A Tour of Mathematics,None,[],['Winter 2020']
,,,,,
MATH,207,Communicating Mathematics,Prerequisites: Mathematics 236 or 265 or instructor permission,[],['Fall 2019']
,,,,,
MATH,210,Calculus 3,Prerequisites: Math 120.,['FSR'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,211,Introduction to Multivariable Calculus,Prerequisites: Mathematics 121 or placement via Calculus Placement Exam #3,['FSR'],"['Fall 2019', 'Winter 2020']"
,,,,,
MATH,215,Introduction to Statistics,"Prerequisites: Not open to students who have already received credit for Psychology 200/201, Sociology/Anthropology 239 or Math 275.","['FSR', 'QRE']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,232,Linear Algebra,Prerequisites: Mathematics 120 or 211,['FSR'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,236,Mathematical Structures,Prerequisites: Mathematics 232 and either Mathematics 210 or Mathematics 211,['FSR'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,241,Ordinary Differential Equations,Prerequisites: Mathematics 232 or instructor permission,['FSR'],"['Winter 2020', 'Spring 2020']"
,,,,,
MATH,244,Geometries,Prerequisites: Mathematics 236,['FSR'],['Spring 2020']
,,,,,
MATH,245,Applied Regression Analysis,Prerequisites: Mathematics 215 (or equivalent) or 275,"['FSR', 'QRE']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,251,Chaotic Dynamics,Prerequisites: Mathematics 232 or instructor permission,['FSR'],[]
,,,,,
MATH,255,Introduction to Sampling Techniques,Prerequisites: Mathematics 215 or 275,"['FSR', 'QRE']",[]
,,,,,
MATH,261,Functions of a Complex Variable,Prerequisites: Mathematics 210 or 211,['FSR'],[]
,,,,,
MATH,265,Probability,Prerequisites: Mathematics 120 or 211,['FSR'],"['Fall 2019', 'Winter 2020']"
,,,,,
MATH,275,Introduction to Statistical Inference,Prerequisites: Mathematics 265,"['FSR', 'QRE']","['Winter 2020', 'Spring 2020']"
,,,,,
MATH,280,Statistical Consulting,Prerequisites: Mathematics 245 and instructor permission,"['FSR', 'QRE']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,285,Introduction to Data Science,Prerequisites: Mathematics 215 or Mathematics 275,"['FSR', 'QRE']","['Winter 2020', 'Spring 2020']"
,,,,,
MATH,295,Combinatorial Games,Prerequisites: Mathematics 236 or instructor consent,['FSR'],[]
,,,,,
MATH,295,Numerical Analysis,Prerequisites: Mathematics 232,['FSR'],['Fall 2019']
,,,,,
MATH,295,Seminar in Set Theory,Prerequisites: Mathematics 236 or instructor permission,['FSR'],['Spring 2020']
,,,,,
MATH,297,Assessment and Communication of External Mathematical Activity,Prerequisites: Permission of department chair and homework in advance of the external mathematical activity,[],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MATH,312,Elementary Theory of Numbers,Prerequisites: Mathematics 236 or consent of the instructor.,['FSR'],['Spring 2020']
,,,,,
MATH,315,Topics Probability/Statistics: Bayesian Statistics,Prerequisites: Mathematics 275,"['FSR', 'QRE']",['Fall 2019']
,,,,,
MATH,315,Topics Probability/Statistics: Time Series Analysis,Prerequisites: Mathematics 245 and 275. Exposure to matrix algebra may be helpful but is not required,"['FSR', 'QRE']",[]
,,,,,
MATH,321,Real Analysis I,Prerequisites: Mathematics 236 or permission of the instructor,['FSR'],"['Fall 2019', 'Spring 2020']"
,,,,,
MATH,331,Real Analysis II,Prerequisites: Mathematics 321 or instructor permission,['FSR'],['Winter 2020']
,,,,,
MATH,332,Advanced Linear Algebra,Prerequisites: Mathematics 236 or instructor permission,['FSR'],['Fall 2019']
,,,,,
MATH,333,Combinatorial Theory,Prerequisites: Mathematics 236 or instructor permission,['FSR'],['Winter 2020']
,,,,,
MATH,341,Partial Differential Equations,Prerequisites: Mathematics 241,['FSR'],['Spring 2020']
,,,,,
MATH,342,Abstract Algebra I,Prerequisites: Mathematics 236 or instructor permission,['FSR'],['Winter 2020']
,,,,,
MATH,344,Differential Geometry,Prerequisites: Mathematics 236 or permission of the instructor.,['FSR'],[]
,,,,,
MATH,345,Advanced Statistical Modeling,Prerequisites: Mathematics 245 and Mathematics 275 or permission of instructor. Familiarity with matrix algebra helpful but not required,"['FSR', 'QRE']",['Spring 2020']
,,,,,
MATH,349,Methods of Teaching Mathematics,Prerequisites: Junior or senior standing and instructor permission,[],[]
,,,,,
MATH,352,Topics in Abstract Algebra,Prerequisites: Mathematics 342,['FSR'],['Spring 2020']
,,,,,
MATH,354,Topology,Prerequisites: Mathematics 236 or instructor permission,['FSR'],['Winter 2020']
,,,,,
MATH,361,Complex Analysis,Prerequisites: Mathematics 321 or instructor permission,['FSR'],['Spring 2020']
,,,,,
MATH,400,Integrative Exercise,"Prerequisites: Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352",[],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,100,The Music That Isn’t There,None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
MUSC,101,Music Fundamentals,None,['ARP'],['Spring 2020']
,,,,,
MUSC,103,Musicianship I,Prerequisites: The ability to read music as assessed by a diagnostic exam administered at the start of the term,['ARP'],['Fall 2019']
,,,,,
MUSC,104,Musicianship II,"Prerequisites: Music 103, 200 and the ability to read music, as assessed by a diagnostic exam administered at the start of the term",['ARP'],['Winter 2020']
,,,,,
MUSC,108,Introduction to Music Technology,None,['ARP'],['Winter 2020']
,,,,,
MUSC,110,Theory I: The Materials of Music,"Prerequisites: The ability to read music, as assessed by a diagnositc exam administered at the start of the term",['LAA'],['Fall 2019']
,,,,,
MUSC,111,Smashing the Idols: A History of “Western Art Music”,None,"['WRC', 'LAA']","['Fall 2019', 'Spring 2020']"
,,,,,
MUSC,115,Listening to the Movies,None,"['WRC', 'LAA']",['Fall 2019']
,,,,,
MUSC,120,"A History of Opera: Stage, Screen, Recording",None,"['WRC', 'LAA']",[]
,,,,,
MUSC,121,"Songs of Love, State and Self",None,"['INS', 'LAA']",[]
,,,,,
MUSC,123,Disney Movies and Music,None,"['IDS', 'LAA']",[]
,,,,,
MUSC,126,America’s Music,None,"['WRC', 'IDS', 'LAA']",['Winter 2020']
,,,,,
MUSC,130,The History of Jazz,None,"['WRC', 'IDS', 'LAA']",[]
,,,,,
MUSC,131,The Blues From the Delta to Chicago,None,"['IDS', 'LAA']",['Spring 2020']
,,,,,
MUSC,136,History of Rock,None,"['WRC', 'IDS', 'LAA']",['Fall 2019']
,,,,,
MUSC,140,Ethnomusicology and the World’s Music,None,"['WRC', 'INS', 'LAA']",[]
,,,,,
MUSC,142,Musical Theater Practicum,None,['ARP'],[]
,,,,,
MUSC,144,Music/Migration,None,[],[]
,,,,,
MUSC,150,Piano,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,150,Piano (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,151,Voice,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,151,Voice (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,152,Guitar,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,152,Guitar (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,153,Composition (Juried),Prerequisites: Music 220 or instructor permission,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,155,Violin,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,155,Violin (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,156,Viola,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,156,Viola (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,157,Cello,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,157,Cello (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,158,Classical String Bass,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,158,Classical String Bass (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,159,Flute,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,159,Flute (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,160,Oboe/English Horn,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,160,Oboe/English Horn (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,161,Clarinet,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,161,Clarinet (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,162,Saxophone,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,162,Saxophone (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,163,Bassoon,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,163,Bassoon (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,164,French Horn,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,164,French Horn (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,165,Trumpet,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,165,Trumpet (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,166,Trombone,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,166,Trombone (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,167,Tuba,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,167,Tuba (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,168,Orchestral Percussion,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,168,Orchestral Percussion (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,169,Harp,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,169,Harp (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,170,Harpsichord,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,170,Harpsichord (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,171,Organ,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,171,Organ (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,172,Oud,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,172,Oud,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,174,Recorder,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,174,Recorder (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,175,Jazz Piano,Prerequisites: Three years of piano or instructor permission,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,175,Jazz Piano (Juried),Prerequisites: Three years of piano or instructor permission,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,176,Electric & Acoustic Bass,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,176,Electric & Acoustic Bass (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,177,Jazz and Blues Guitar,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,177,Jazz and Blues Guitar (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,178,Drum Set Instruction,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,178,Drum Set Instruction (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,179,Jazz Improvisation,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,179,Jazz Improvisation (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,180,Raga: Vocal or Instrumental Study of Hindustani Music,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,180,Raga: Vocal or Instrumental Study of Hindustani Music,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,181,Sitar,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,181,Sitar (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,182,Chinese Musical Instruments,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,182,Chinese Musical Instruments (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,183,World Drumming Instruction,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,183,World Drumming Instruction (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,184,American Folk Instruments,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,184,American Folk Instruments (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,185,Carleton Choir,Prerequisites: Audition,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,186,Carleton Chamber Choir,Prerequisites: Requires concurrent registration in Music 185,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,187,Carleton Orchestra,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,188,Carleton Chinese Music Ensemble,"Prerequisites: Previous experience in a music ensemble, Chinese Musical instruments or instructor permission","['INS', 'ARP']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,189,Carleton Symphony Band,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,190,Carleton Jazz Ensemble,Prerequisites: Admission by audition,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,191,African Karimba Ensemble,None,"['INS', 'ARP']",[]
,,,,,
MUSC,192,West African Drum Ensemble,Prerequisites: Music 199 and/or instructor permission,"['INS', 'ARP']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,194,Chamber Music,"Prerequisites: At least one term of applied music lessons at Carleton, or co-registration in applied music lessons, or permission of instructor",['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,195,Jazz Chamber Music,Prerequisites: A placement hearing,['ARP'],[]
,,,,,
MUSC,195,Jazz Chamber Music,"Prerequisites: At least one term of applied music lessons at Carleton, or co-registration in applied music lessons, or permission of instructor",['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,196,Jazz Workshop,Prerequisites: Ability to read music and facility on an instrument/voice: performing knowledge of major scales: or instructor permission,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,197,Class Guitar,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,198,Class Voice,None,['ARP'],['Fall 2019']
,,,,,
MUSC,199,Fundamentals of African Drumming,None,['ARP'],"['Fall 2019', 'Spring 2020']"
,,,,,
MUSC,204,Theory II: Musical Structures,"Prerequisites: The ability to read music, as assessed by a diagnostic exam administered at the start of the term","['QRE', 'WRC', 'LAA']",['Winter 2020']
,,,,,
MUSC,208,Computer Music and Sound,Prerequisites: Music 108 or Computer Science 111 or Instructor permission,['ARP'],['Spring 2020']
,,,,,
MUSC,210,Women and Gender in Western Art Music,Prerequisites: Previous classroom course in Music department or instructor permission; not open to students who have taken Music 100 Women and Classical Music,"['WRC', 'HUM']",['Spring 2020']
,,,,,
MUSC,211,Baroque and Classical Music,"Prerequisites: Music 201, 204 or instructor permission","['WRC', 'LAA']","['Winter 2020', 'Spring 2020']"
,,,,,
MUSC,212,"Sex, Music, and the Virtuoso",Prerequisites: Music 110 or 204 highly desirable,"['WRC', 'LAA']",[]
,,,,,
MUSC,213,Music and Religion,None,['LAA'],[]
,,,,,
MUSC,215,Music Theater in America,None,"['WRC', 'IDS', 'LAA']",[]
,,,,,
MUSC,216,"God, Emotion, and Meaning in Seventeenth and Eighteenth-Century Music",Prerequisites: Music 110 or Music 201 or Music 204 or instructor permission,"['WRC', 'INS', 'LAA']",[]
,,,,,
MUSC,217,Opera in the News,"Prerequisites: None, ability to read music is not necessary","['WRC', 'LAA']",[]
,,,,,
MUSC,218,Listening to Dance Music,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
MUSC,219,The Musical Avant-Garde,None,"['WRC', 'LAA']",['Winter 2020']
,,,,,
MUSC,220,Composition Studio,"Prerequisites: Music 110, 204, or 117, or instructor permission",['ARP'],[]
,,,,,
MUSC,221,Electronic Music Composition,"Prerequisites: Music 108, Music 110 or instructor consent",['ARP'],['Fall 2019']
,,,,,
MUSC,222,Composing for Ad Hoc Ensemble,Prerequisites: Music 110 or instructor permission,['ARP'],[]
,,,,,
MUSC,223,Vocal Counterpoint,"Prerequisites: Ability and willingness to sing from score, and Music 110 or instructor permission",['ARP'],['Spring 2020']
,,,,,
MUSC,227,Perception and Cognition of Music,"Prerequisites: A previous course in Music or Psychology, or instructor permission; Concurrent registration in Music 228","['QRE', 'LAB']",[]
,,,,,
MUSC,228,Perception and Cognition of Music Lab,Prerequisites: Concurrent registration in Music 227,"['QRE', 'LAB']",[]
,,,,,
MUSC,232,Golden Age of R & B,None,"['WRC', 'IDS', 'LAA']",[]
,,,,,
MUSC,239,The Philosophy of Music,Prerequisites: Previous music or philosophy course or instructor permission,"['WRC', 'LAA']",['Fall 2019']
,,,,,
MUSC,240,World Music/Ethnomusicology,None,[],[]
,,,,,
MUSC,245,Music of Africa,None,"['INS', 'ARP']",[]
,,,,,
MUSC,247,1950s/60s American Folk Music Revival,None,"['WRC', 'IDS', 'ARP']",['Winter 2020']
,,,,,
MUSC,248,Music of South Asia,None,"['INS', 'ARP']",['Spring 2020']
,,,,,
MUSC,250,Piano,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,250,Piano (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,251,Voice,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,251,Voice (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,252,Guitar,Prerequisites: Instructor Permission,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,252,Guitar (Juried),Prerequisites: Instructor Permission,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,253,Composition (Juried),Prerequisites: Music 220 or instructor permission,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,255,Violin,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,255,Violin (Juried),None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
MUSC,256,Viola,None,['ARP'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
