Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
EUST,159.0,"""The Age of Isms"" - Ideals, Ideas and Ideologies in Modern Europe",Spring 2020,"SOC, INS",3a,Paul  Petzschmann,[under construction]
FREN,100.0,Balloons and Cultures: Graphic Novels of the French Speaking World,Fall 2019,"A&I, WRC, INS",3a,Sandra E Rousseau,[under construction]
FREN,101.01,Elementary French,Fall 2019,,1a,Christine  Lac,[under construction]
FREN,101.02,Elementary French,Fall 2019,,2a,Cherif Keïta,[under construction]
FREN,101.03,Elementary French,Fall 2019,,4a,Sandra E Rousseau,[under construction]
FREN,103.0,Intermediate French,Fall 2019,,3a,Stephanie M Cox,[under construction]
FREN,204.01,Intermediate French,Fall 2019,,2a,Cédric  Briand,[under construction]
FREN,204.02,Intermediate French,Fall 2019,,3a,Cherif Keïta,[under construction]
FREN,204.03,Intermediate French,Fall 2019,,4a,Cathy  Yandell,[under construction]
FREN,204.04,Intermediate French,Fall 2019,,5a,Éva S Pósfay,[under construction]
FREN,204.05,Intermediate French,Fall 2019,,1a,Cédric  Briand,[under construction]
FREN,210.0,Coffee and News,Fall 2019,"HUM, INS",Unable to determine class period,Cherif Keïta,[under construction]
FREN,238.0,Back to the Future: French Classics Reimagined,Fall 2019,"LAA, INS",4a,Éva S Pósfay,[under construction]
FREN,347.0,Gender and Sexuality in the Francophone World,Fall 2019,"LAA, INS",3a,Cathy  Yandell,[under construction]
FREN,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,,[under construction]
FREN,102.01,Elementary French,Winter 2020,,1a,Christine  Lac,[under construction]
FREN,102.02,Elementary French,Winter 2020,,2a,Christine  Lac,[under construction]
FREN,102.03,Elementary French,Winter 2020,,4a,Stephanie M Cox,[under construction]
FREN,204.0,Intermediate French,Winter 2020,,3a,Cherif Keïta,[under construction]
FREN,206.0,Contemporary French and Francophone Culture,Winter 2020,"LAA, INS",2a,Sandra E Rousseau,[under construction]
FREN,210.0,Coffee and News,Winter 2020,"HUM, INS",Unable to determine class period,Scott D Carpenter,[under construction]
FREN,239.0,Banned Books,Winter 2020,"LAA, INS",3a,Cathy  Yandell,[under construction]
FREN,340.0,Arts of Brevity: Short Fiction,Winter 2020,"LAA, INS",2a,Scott D Carpenter,[under construction]
FREN,341.0,Madame Bovary and Her Avatars,Winter 2020,"LAA, INS",2a,Scott D Carpenter,[under construction]
FREN,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,,[under construction]
FREN,103.01,Intermediate French,Spring 2020,,1a,Christine  Lac,[under construction]
FREN,103.02,Intermediate French,Spring 2020,,2a,Cherif Keïta,[under construction]
FREN,103.03,Intermediate French,Spring 2020,,3a,Cherif Keïta,[under construction]
FREN,208.07,"Paris Program: Contemporary France: Cultures, Politics, Society",Spring 2020,,2/3c,Cathy  Yandell,[under construction]
FREN,210.0,Coffee and News,Spring 2020,"HUM, INS",4/5c,Scott D Carpenter,[under construction]
FREN,248.0,Murder and Mayhem: Narratives of Suspense,Spring 2020,"LAA, INS",4a,Scott D Carpenter,[under construction]
FREN,254.07,Paris Program: French Art in Context,Spring 2020,,Unable to determine class period,Cathy  Yandell,[under construction]
FREN,255.07,Paris Program: Islam in France: Historical Approaches and Current Debates,Spring 2020,,Unable to determine class period,Cathy  Yandell,[under construction]
FREN,259.07,Paris Program: Hybrid Paris,Spring 2020,,Unable to determine class period,Cathy  Yandell,[under construction]
FREN,309.0,Expression and Translation: Encounters with Language,Spring 2020,"LAA, INS",5a,Éva S Pósfay,[under construction]
FREN,359.07,Paris Program: Hybrid Paris,Spring 2020,,Unable to determine class period,Cathy  Yandell,[under construction]
FREN,360.0,The Algerian War of Liberation and Its Representations,Spring 2020,"LAA, INS",3a,Sandra E Rousseau,[under construction]
FREN,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,,[under construction]
GEOL,110.51,Introduction to Geology & Lab,Fall 2019,LAB,2a,Bereket  Haileab,[under construction]
GEOL,110.52,Introduction to Geology & Lab,Fall 2019,LAB,2a,Bereket  Haileab,[under construction]
GEOL,125.52,Introduction to Field Geology & Lab,Fall 2019,"LAB, QRE",2/3c,Cameron  Davidson,[under construction]
GEOL,125.54,Introduction to Field Geology & Lab,Fall 2019,"LAB, QRE",2/3c,Cameron  Davidson,[under construction]
GEOL,210.53,Geomorphology & Lab,Fall 2019,"LAB, QRE, WRC",1a,Mary E Savina,[under construction]
GEOL,210.54,Geomorphology & Lab,Fall 2019,"LAB, QRE, WRC",1a,Mary E Savina,[under construction]
GEOL,220.54,Tectonics & Lab,Fall 2019,"LAB, WRC",2a,Sarah J Titus,[under construction]
GEOL,360.0,Sedimentology and Stratigraphy & Lab,Fall 2019,"LAB, WRC",2/3c,Clint Cowan,[under construction]
GEOL,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,Staff,[under construction]
GEOL,130.54,Geology of National Parks,Winter 2020,LAB,2/3c,Sarah J Titus,[under construction]
GEOL,245.53,“When the Earth Shook…” Earthquakes in Human History & Lab,Winter 2020,"LAB, QRE, INS",1a,"William L North', 'Mary E Savina",[under construction]
GEOL,250.54,Mineralogy & Lab,Winter 2020,LAB,2a,Bereket  Haileab,[under construction]
GEOL,285.07,Geology in New Zealand: North Island,Winter 2020,,Unable to determine class period,Clint Cowan,[under construction]
GEOL,286.07,Geology in New Zealand: Topics in North Island Geology,Winter 2020,,Unable to determine class period,Clint Cowan,[under construction]
GEOL,287.07,Geology in New Zealand: South Island,Winter 2020,,Unable to determine class period,Cameron  Davidson,[under construction]
GEOL,288.07,Geology in New Zealand: Topics in South Island Geology,Winter 2020,,Unable to determine class period,Cameron  Davidson,[under construction]
GEOL,289.07,Geology in New Zealand: Basic Field Drawing,Winter 2020,,Unable to determine class period,"Cameron  Davidson', 'Clint Cowan",[under construction]
GEOL,315.52,Paleoclimate,Winter 2020,"LAB, QRE",2/3c,Dan Maxbauer,[under construction]
GEOL,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,Staff,[under construction]
GEOL,135.53,Introduction to Climate Science,Spring 2020,"LAB, QRE",2a,Dan Maxbauer,[under construction]
GEOL,135.54,Introduction to Climate Science,Spring 2020,"LAB, QRE",2a,Dan Maxbauer,[under construction]
GEOL,240.0,Geophysics & Lab,Spring 2020,"LAB, QRE",2/3c,Sarah J Titus,[under construction]
GEOL,255.51,Petrology & Lab,Spring 2020,LAB,2a,Bereket  Haileab,[under construction]
GEOL,258.53,Geology of Soils & Lab,Spring 2020,"LAB, WRC",1a,Mary E Savina,[under construction]
GEOL,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,Staff,[under construction]
GERM,101.01,Elementary German,Fall 2019,,1a,"Kiley  Kost', 'Don Vosburg",[under construction]
GERM,101.02,Elementary German,Fall 2019,,2a,"Kiley  Kost', 'Don Vosburg",[under construction]
GERM,204.01,Intermediate German,Fall 2019,,4a,Kiley  Kost,[under construction]
GERM,205.07,Berlin Program: Intermediate Composition and Conversation,Fall 2019,,Unable to determine class period,Seth Elliott Meyer,[under construction]
GERM,256.07,Berlin Program: Crossing Boundaries,Fall 2019,,Unable to determine class period,Seth Elliott Meyer,[under construction]
GERM,257.07,Berlin Program: Walking the Metropolis,Fall 2019,,Unable to determine class period,Seth Elliott Meyer,[under construction]
GERM,305.07,Berlin Program: Advanced Composition and Conversation,Fall 2019,,Unable to determine class period,Seth Elliott Meyer,[under construction]
GERM,357.07,Berlin Program: Walking the Metropolis,Fall 2019,,Unable to determine class period,Seth Elliott Meyer,[under construction]
GERM,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,,[under construction]
GERM,102.01,Elementary German,Winter 2020,,2a,"Seth Elliott Meyer', 'Kiley  Kost",[under construction]
GERM,102.02,Elementary German,Winter 2020,,3a,"Seth Elliott Meyer', 'Kiley  Kost",[under construction]
GERM,152.0,Personhood,Winter 2020,"LAA, WRC, INS",5a,Seth Elliott Meyer,[under construction]
GERM,267.0,Catastrophe! Natural Disaster in German Literature,Winter 2020,"LAA, INS",4/5c,Kiley  Kost,[under construction]
GERM,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,,[under construction]
GERM,103.01,Intermediate German,Spring 2020,,2a,"Seth Elliott Meyer', 'Kiley  Kost",[under construction]
GERM,103.02,Intermediate German,Spring 2020,,3a,"Seth Elliott Meyer', 'Kiley  Kost",[under construction]
GERM,247.0,"Mirror, Mirror: Reflecting on Fairy Tales and Folklore",Spring 2020,"LAA, INS",5a,Kiley  Kost,[under construction]
GERM,342.0,Faust and the Soul,Spring 2020,"LAA, INS",4/5c,Seth Elliott Meyer,[under construction]
GERM,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,Staff,[under construction]
GRK,103.0,Greek Prose,Fall 2019,,2a,Alex R Knodell,[under construction]
GRK,285.0,Weekly Greek,Fall 2019,,Unable to determine class period,Clara S Hardy,[under construction]
GRK,101.0,Elementary Greek,Winter 2020,,3a,Alex R Knodell,[under construction]
GRK,204.0,Intermediate Greek Prose and Poetry,Winter 2020,,3a,Clara S Hardy,[under construction]
GRK,285.0,Weekly Greek,Winter 2020,,Unable to determine class period,Clara S Hardy,[under construction]
GRK,102.0,Intermediate Greek,Spring 2020,,2a,Clara S Hardy,[under construction]
GRK,231.0,Homer: The Iliad,Spring 2020,LAA,2a,Chico Zimmerman,[under construction]
HEBR,103.0,Elementary Modern Hebrew,Fall 2019,,4a,Stacy N Beckwith,[under construction]
HEBR,204.0,Intermediate Modern Hebrew,Winter 2020,,3a,Stacy N Beckwith,[under construction]
HIST,100.01,"History and Memory in Africa, Nineteenth through Twenty-first Centuries",Fall 2019,"A&I, INS, WRC",3a,Thabiti Willis,[under construction]
HIST,100.02,Confucius and His Critics,Fall 2019,"A&I, WRC, INS",2a,Seungjoo  Yoon,[under construction]
HIST,100.03,Slavery and the Old South,Fall 2019,"A&I, WRC, IDS",1a,Harry M Williams,[under construction]
HIST,100.04,Black History is Labor History,Fall 2019,"A&I, WRC, IDS",4/5c,Tyran K Steward,[under construction]
HIST,100.05,"Indians, Spaniards, and Empire",Fall 2019,"A&I, WRC, INS",4/5c,Elena C McGrath,[under construction]
HIST,100.06,The Black Death: Disease and Its Consequences in the Middle Ages,Fall 2019,"A&I, WRC, QRE",2a,Victoria  Morse,[under construction]
HIST,100.08,Trials in Early America,Fall 2019,"A&I, WRC",1a,Serena R Zabin,[under construction]
HIST,122.0,U.S. Women's History to 1877,Fall 2019,"HUM, IDS",2/3c,Annette Igra,[under construction]
HIST,140.0,"The Age of Revolutions: Modern Europe, 1789-1914",Fall 2019,"HUM, INS",2a,David G Tompkins,[under construction]
HIST,161.0,From the Mughals to Mahatma Gandhi: An Introduction to Modern Indian History,Fall 2019,"HUM, INS",4a,Amna  Khalid,[under construction]
HIST,170.0,Modern Latin America 1810-Present,Fall 2019,"HUM, INS",2/3c,Elena C McGrath,[under construction]
HIST,181.0,West Africa in the Era of the Slave Trade,Fall 2019,"HUM, INS",5a,Thabiti Willis,[under construction]
HIST,200.0,Historians for Hire,Fall 2019,"HUM, IDS",Unable to determine class period,Susannah R Ottaway,[under construction]
HIST,205.0,American Environmental History,Fall 2019,"HUM, IDS",2/3c,George Vrtis,[under construction]
HIST,210.0,"The Boston Massacre in 3D: Mapping, Modeling and Serious Gaming",Fall 2019,ARP,4/5c,Austin P Mason,[under construction]
HIST,212.0,The Era of the American Revolution,Fall 2019,"HUM, IDS",4a,Serena R Zabin,[under construction]
HIST,221.0,"Nat Turner, Booker T. Washington, and Fannie Lou Hamer in History and Memory",Fall 2019,"HUM, IDS",3a,Harry M Williams,[under construction]
HIST,233.0,"Cultures of Empire: Byzantium, 843-1453",Fall 2019,"HUM, INS, WRC",1a,William L North,[under construction]
HIST,255.0,"Rumors, Gossip, and News in East Asia",Fall 2019,"HUM, INS, WRC",5a,Seungjoo  Yoon,[under construction]
HIST,260.0,The Making of the Modern Middle East,Fall 2019,"HUM, INS",2/3c,Adeeb  Khalid,[under construction]
HIST,298.0,Junior Colloquium,Fall 2019,HUM,2a,Amna  Khalid,[under construction]
HIST,320.0,The Progressive Era?,Fall 2019,"HUM, WRC, IDS",5/6c,Annette Igra,[under construction]
HIST,335.0,"Ireland: Land, Conflict, Memory",Fall 2019,"HUM, WRC, QRE",3a,Susannah R Ottaway,[under construction]
HIST,123.0,U.S. Women's History Since 1877,Winter 2020,"HUM, IDS",1a,Annette Igra,[under construction]
HIST,138.0,"Crusades, Mission, and the Expansion of Europe",Winter 2020,"HUM, WRC, INS",2a,Victoria  Morse,[under construction]
HIST,152.0,History of Early China,Winter 2020,"HUM, INS, WRC",5a,Seungjoo  Yoon,[under construction]
HIST,165.0,From Young Turks to Arab Revolutions: A Cultural History of the Modern Middle East,Winter 2020,"HUM, INS",2/3c,Adeeb  Khalid,[under construction]
HIST,200.0,Historians for Hire,Winter 2020,"HUM, IDS",Unable to determine class period,Susannah R Ottaway,[under construction]
HIST,214.0,Sport and the Color Line,Winter 2020,"HUM, IDS, WRC",4/5c,Tyran K Steward,[under construction]
HIST,242.0,"Communism, Cold War, Collapse: Russia Since Stalin",Winter 2020,"HUM, INS",5/6c,Adeeb  Khalid,[under construction]
HIST,270.0,Nuclear Nations: India and Pakistan as Rival Siblings,Winter 2020,"HUM, INS, WRC",4a,Amna  Khalid,[under construction]
HIST,298.0,Junior Colloquium,Winter 2020,HUM,2a,Amna  Khalid,[under construction]
HIST,306.0,American Wilderness,Winter 2020,"HUM, WRC, IDS",2/3c,George Vrtis,[under construction]
HIST,346.0,The Holocaust,Winter 2020,"HUM, INS",4/5c,David G Tompkins,[under construction]
HIST,398.01,Advanced Historical Writing,Winter 2020,"HUM, WRC",3a,Thabiti Willis,[under construction]
HIST,398.02,Advanced Historical Writing,Winter 2020,"HUM, WRC",5/6c,Annette Igra,[under construction]
HIST,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,,[under construction]
HIST,127.0,The Roaring Twenties & the Rough Thirties in U.S. History,Spring 2020,"HUM, IDS, QRE",5a,Tyran K Steward,[under construction]
HIST,143.0,Modern Italy in the Mediterranean World,Spring 2020,"HUM, INS",2a,Michael R Ebner,[under construction]
HIST,156.0,History of Modern Korea,Spring 2020,"HUM, INS",5a,Seungjoo  Yoon,[under construction]
HIST,200.0,Historians for Hire,Spring 2020,"HUM, IDS",Unable to determine class period,Susannah R Ottaway,[under construction]
HIST,203.0,"American Indian Education, 1600s-present",Spring 2020,"HUM, IDS",4/5c,Meredith L McCoy,[under construction]
HIST,225.0,James Baldwin and Black Lives Matter,Spring 2020,"HUM, WRC, IDS",2a,Harry M Williams,[under construction]
HIST,226.0,U.S. Consumer Culture,Spring 2020,"HUM, IDS, WRC",2/3c,Annette Igra,[under construction]
HIST,238.0,The Viking World,Spring 2020,"HUM, INS",5a,Austin P Mason,[under construction]
HIST,243.0,The Peasants are Revolting! Society and Politics in the Making of Modern France,Spring 2020,"HUM, INS, WRC",3a,Susannah R Ottaway,[under construction]
HIST,252.0,"Fascism in Europe, 1919-1945",Spring 2020,"HUM, INS",4a,Michael R Ebner,[under construction]
HIST,282.07,"History, Culture, and Commerce Program: Zanzibar’s Indian Ocean Links",Spring 2020,HUM,Unable to determine class period,Thabiti Willis,[under construction]
HIST,284.07,"History, Culture and Commerce Program: Heritage in Africa and Arabia",Spring 2020,HUM,Unable to determine class period,Thabiti Willis,[under construction]
HIST,285.07,"History, Culture and Commerce Program: Critical Historical Research",Spring 2020,HUM,Unable to determine class period,Thabiti Willis,[under construction]
HIST,307.0,Wilderness Field Studies: Grand Canyon,Spring 2020,"HUM, WRC, IDS",1/2c,George Vrtis,[under construction]
HIST,341.0,The Russian Revolution and its Global Legacies,Spring 2020,"HUM, WRC, INS",2/3c,Adeeb  Khalid,[under construction]
IDSC,100.01,Civil Discourse in a Troubled Age,Fall 2019,"A&I, WRC",4/5c,Chico Zimmerman,[under construction]
IDSC,100.02,Games and Gaming Cultures,Fall 2019,"A&I, WRC",4/5c,George  Cusack,[under construction]
IDSC,110.0,Thinking with Numbers: Using Math and Data in Context,Fall 2019,QRE,5/6c,Melissa  Eblen-Zayas,[under construction]
IDSC,198.0,FOCUS Colloquium,Fall 2019,,Unable to determine class period,Will Hollingsworth,[under construction]
IDSC,202.01,MMUF Research Seminar,Fall 2019,,6a,Lori K Pearson,[under construction]
IDSC,203.0,Talking about Diversity,Fall 2019,IDS,5/6c,Sharon A Akimoto,[under construction]
IDSC,251.01,Windows on the Good Life,Fall 2019,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",[under construction]
IDSC,251.02,Windows on the Good Life,Fall 2019,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",[under construction]
IDSC,280.0,Learning from Internships,Fall 2019,,Unable to determine class period,Alfred P Montero,[under construction]
IDSC,289.0,Science Fellows Research Colloquium,Fall 2019,,Unable to determine class period,Amy  Csizmar Dalal,[under construction]
IDSC,298.0,FOCUS Sophomore Colloquium,Fall 2019,,Unable to determine class period,Deborah S Gross,[under construction]
IDSC,103.01,Student Conversations about Diversity and Community,Winter 2020,IDS,Unable to determine class period,Alfred P Montero,[under construction]
IDSC,103.02,Student Conversations about Diversity and Community,Winter 2020,IDS,5/6c,Alfred P Montero,[under construction]
IDSC,198.01,FOCUS Colloquium,Winter 2020,,Unable to determine class period,Will Hollingsworth,[under construction]
IDSC,198.02,FOCUS Colloquium,Winter 2020,,5a,Will Hollingsworth,[under construction]
IDSC,202.0,MMUF Research Seminar,Winter 2020,,6a,Lori K Pearson,[under construction]
IDSC,251.01,Windows on the Good Life,Winter 2020,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",[under construction]
IDSC,251.02,Windows on the Good Life,Winter 2020,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",[under construction]
IDSC,280.0,Learning from Internships,Winter 2020,,Unable to determine class period,Alfred P Montero,[under construction]
IDSC,289.0,Science Fellows Research Colloquium,Winter 2020,,Unable to determine class period,Amy  Csizmar Dalal,[under construction]
IDSC,298.0,FOCUS Sophomore Colloquium,Winter 2020,,Unable to determine class period,Deborah S Gross,[under construction]
IDSC,198.01,FOCUS Colloquium,Spring 2020,,5a,Will Hollingsworth,[under construction]
IDSC,198.02,FOCUS Colloquium,Spring 2020,,Unable to determine class period,Will Hollingsworth,[under construction]
IDSC,202.0,MMUF Research Seminar,Spring 2020,,Unable to determine class period,Lori K Pearson,[under construction]
IDSC,251.01,Windows on the Good Life,Spring 2020,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",[under construction]
IDSC,251.02,Windows on the Good Life,Spring 2020,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",[under construction]
IDSC,280.0,Learning from Internships,Spring 2020,,Unable to determine class period,Alfred P Montero,[under construction]
IDSC,289.0,Science Fellows Research Colloquium,Spring 2020,,Unable to determine class period,Amy  Csizmar Dalal,[under construction]
IDSC,298.0,FOCUS Sophomore Colloquium,Spring 2020,,Unable to determine class period,Deborah S Gross,[under construction]
JAPN,101.01,Elementary Japanese,Fall 2019,,1a,Mariko  Kaga,[under construction]
JAPN,101.02,Elementary Japanese,Fall 2019,,4a,Mariko  Kaga,[under construction]
JAPN,204.01,Intermediate Japanese,Fall 2019,,3a,Miaki  Habuka,[under construction]
JAPN,245.0,Modern Japanese Literature and Manga in Translation,Fall 2019,"LAA, INS",4/5c,Noboru  Tomonari,[under construction]
JAPN,102.01,Elementary Japanese,Winter 2020,,1a,Mariko  Kaga,[under construction]
JAPN,102.02,Elementary Japanese,Winter 2020,,4a,Mariko  Kaga,[under construction]
JAPN,205.01,Intermediate Japanese,Winter 2020,,3a,Miaki  Habuka,[under construction]
JAPN,353.0,Thinking about Environmental Issues in Japanese,Winter 2020,ARP,4/5c,Noboru  Tomonari,[under construction]
JAPN,103.01,Elementary Japanese,Spring 2020,,1a,Mariko  Kaga,[under construction]
JAPN,103.02,Elementary Japanese,Spring 2020,,4a,Mariko  Kaga,[under construction]
JAPN,206.0,Japanese in Cultural Context,Spring 2020,,3a,Miaki  Habuka,[under construction]
JAPN,244.0,The World of Anime in Translation,Spring 2020,LAA,4/5c,Noboru  Tomonari,[under construction]
JAPN,345.0,Advanced Reading in Modern Japanese Literature: The Short Story,Spring 2020,LAA,5a,Noboru  Tomonari,[under construction]
LATN,101.0,Elementary Latin,Fall 2019,,3a,Jake Morton,[under construction]
LATN,204.0,Intermediate Latin Prose and Poetry,Fall 2019,,3a,Chico Zimmerman,[under construction]
LATN,259.0,Seminar: Vergil,Fall 2019,LAA,3a,Clara S Hardy,[under construction]
LATN,102.0,Intermediate Latin,Winter 2020,,2a,Chico Zimmerman,[under construction]
LATN,233.0,The Catilinarian Conspiracy,Winter 2020,"LAA, INS",2a,Jake Morton,[under construction]
LATN,103.0,Introduction to Latin Prose and Poetry,Spring 2020,,3a,Jake Morton,[under construction]
LATN,285.0,Weekly Latin,Spring 2020,,6a,Chico Zimmerman,[under construction]
LTAM,400.0,Integrative Exercise,Fall 2019,,5a,"Jorge  Brioso', 'Yansi Y Pérez', 'Adriana  Estill",[under construction]
LTAM,400.0,Integrative Exercise,Winter 2020,,5a,Jorge  Brioso,[under construction]
LTAM,110.0,Portuguese for Spanish Speakers,Spring 2020,,1a,Helena I Kaufman,[under construction]
LTAM,398.0,Latin American Forum,Spring 2020,,3a,"Jorge  Brioso', 'Adriana  Estill",[under construction]
LING,100.0,The Noun,Fall 2019,"A&I, WRC",2a,Cherlon L Ussery,[under construction]
LING,115.0,Introduction to the Theory of Syntax,Fall 2019,FSR,5a,Cherlon L Ussery,[under construction]
LING,217.0,Phonetics and Phonology,Fall 2019,FSR,1a,Jenna T Conklin,[under construction]
LING,288.0,The Structure of Dakota,Fall 2019,IDS,5a,Mike Flynn,[under construction]
LING,325.0,Syntax of an Unfamiliar Language,Fall 2019,LAB,5a,Catherine R Fortin,[under construction]
LING,399.0,Senior Thesis,Fall 2019,FSR,5/6c,Catherine R Fortin,[under construction]
LING,110.0,Introduction to Linguistics,Winter 2020,FSR,2a,Jenna T Conklin,[under construction]
LING,115.0,Introduction to the Theory of Syntax,Winter 2020,FSR,3a,Mike Flynn,[under construction]
LING,216.0,Generative Approaches to Syntax,Winter 2020,FSR,2a,Cherlon L Ussery,[under construction]
LING,275.0,First Language Acquisition,Winter 2020,LAB,2/3c,Catherine R Fortin,[under construction]
LING,375.0,Second Language Acquisition: Speech,Winter 2020,"SOC, QRE",5a,Jenna T Conklin,[under construction]
LING,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,,[under construction]
LING,110.0,Introduction to Linguistics,Spring 2020,FSR,2a,Jenna T Conklin,[under construction]
LING,115.0,Introduction to the Theory of Syntax,Spring 2020,FSR,3a,Cherlon L Ussery,[under construction]
LING,150.0,From Esperanto to Dothraki: The Linguistics of Invented Languages,Spring 2020,SOC,3a,Jenna T Conklin,[under construction]
LING,280.0,Field Methods in Linguistics,Spring 2020,LAB,3a,Catherine R Fortin,[under construction]
LING,285.07,Japanese Linguistics in Kyoto Seminar: The Linguistics of the Japanese Writing System,Spring 2020,,Unable to determine class period,Mike Flynn,[under construction]
LING,286.07,Japanese Linguistics in Kyoto Seminar: The Structure of Japanese,Spring 2020,,Unable to determine class period,Mike Flynn,[under construction]
LING,340.0,Topics in Semantics,Spring 2020,FSR,4a,Cherlon L Ussery,[under construction]
LCST,101.08,Buddhist Studies in India Program: Elementary Tibetan,Fall 2019,,Unable to determine class period,Arthur P McKeown,[under construction]
LCST,101.09,Buddhist Studies India Program: Elementary Hindi,Fall 2019,,Unable to determine class period,Arthur P McKeown,[under construction]
LCST,103.07,Buddhist Studies India Program: Intermediate Hindi,Fall 2019,,Unable to determine class period,Arthur P McKeown,[under construction]
LCST,245.0,The Critical Toolbox: Who's Afraid of Theory?,Winter 2020,"LAA, WRC, INS",4a,Sandra E Rousseau,[under construction]
MATH,101.0,Calculus with Problem Solving,Fall 2019,FSR,1a,Deanna B Haunsperger,[under construction]
MATH,111.01,Introduction to Calculus,Fall 2019,FSR,1a,Caroline L Turnage-Butterbaugh,[under construction]
MATH,111.02,Introduction to Calculus,Fall 2019,FSR,4a,Owen D Biesel,[under construction]
MATH,111.03,Introduction to Calculus,Fall 2019,FSR,6a,Owen D Biesel,[under construction]
MATH,120.01,Calculus 2,Fall 2019,FSR,2a,Caroline L Turnage-Butterbaugh,[under construction]
MATH,120.02,Calculus 2,Fall 2019,FSR,3a,Rafe Jones,[under construction]
MATH,120.03,Calculus 2,Fall 2019,FSR,5a,Alex Barrios,[under construction]
MATH,120.04,Calculus 2,Fall 2019,FSR,6a,Rafe Jones,[under construction]
MATH,210.0,Calculus 3,Fall 2019,FSR,3a,Eric S Egge,[under construction]
MATH,211.01,Introduction to Multivariable Calculus,Fall 2019,FSR,1a,Gail S Nelson,[under construction]
MATH,211.02,Introduction to Multivariable Calculus,Fall 2019,FSR,3a,Deanna B Haunsperger,[under construction]
MATH,211.03,Introduction to Multivariable Calculus,Fall 2019,FSR,4a,Kate Hake,[under construction]
MATH,215.01,Introduction to Statistics,Fall 2019,"FSR, QRE",1a,Tom Madsen,[under construction]
MATH,215.02,Introduction to Statistics,Fall 2019,"FSR, QRE",4a,Tom Madsen,[under construction]
MATH,232.01,Linear Algebra,Fall 2019,FSR,2a,Eric S Egge,[under construction]
MATH,232.02,Linear Algebra,Fall 2019,FSR,3a,Gail S Nelson,[under construction]
MATH,236.0,Mathematical Structures,Fall 2019,FSR,2a,Alex Barrios,[under construction]
MATH,245.0,Applied Regression Analysis,Fall 2019,"FSR, QRE",2a,Katie St. Clair,[under construction]
MATH,265.01,Probability,Fall 2019,FSR,1a,Katie St. Clair,[under construction]
MATH,265.02,Probability,Fall 2019,FSR,5a,Josh Davis,[under construction]
MATH,280.0,Statistical Consulting,Fall 2019,"FSR, QRE",2/3c,Adam  Loy,[under construction]
MATH,295.0,Numerical Analysis,Fall 2019,FSR,4a,Rob Thompson,[under construction]
MATH,315.0,Topics Probability/Statistics: Bayesian Statistics,Fall 2019,"FSR, QRE",4a,Adam  Loy,[under construction]
MATH,321.0,Real Analysis I,Fall 2019,FSR,5a,Michael P Cohen,[under construction]
MATH,332.0,Advanced Linear Algebra,Fall 2019,FSR,3a,Mark  Krusemeyer,[under construction]
MATH,400.01,Integrative Exercise,Fall 2019,,Unable to determine class period,Katie St. Clair,[under construction]
MATH,400.02,Integrative Exercise,Fall 2019,,Unable to determine class period,Alex Barrios,[under construction]
MATH,400.03,Integrative Exercise,Fall 2019,,Unable to determine class period,Michael P Cohen,[under construction]
MATH,400.04,Integrative Exercise,Fall 2019,,6a,Eric S Egge,[under construction]
MATH,400.05,Integrative Exercise,Fall 2019,,Unable to determine class period,Kate Hake,[under construction]
MATH,400.06,Integrative Exercise,Fall 2019,,Unable to determine class period,Katie St. Clair,[under construction]
MATH,400.08,Integrative Exercise,Fall 2019,,Unable to determine class period,Rob Thompson,[under construction]
MATH,400.09,Integrative Exercise,Fall 2019,,Unable to determine class period,Deanna B Haunsperger,[under construction]
MATH,111.01,Introduction to Calculus,Winter 2020,FSR,5a,Michael P Cohen,[under construction]
MATH,120.01,Calculus 2,Winter 2020,FSR,1a,Deanna B Haunsperger,[under construction]
MATH,120.02,Calculus 2,Winter 2020,FSR,3a,Caroline L Turnage-Butterbaugh,[under construction]
MATH,120.03,Calculus 2,Winter 2020,FSR,6a,Rafe Jones,[under construction]
MATH,206.0,A Tour of Mathematics,Winter 2020,,Unable to determine class period,Kate Hake,[under construction]
MATH,210.01,Calculus 3,Winter 2020,FSR,1a,Caroline L Turnage-Butterbaugh,[under construction]
MATH,210.02,Calculus 3,Winter 2020,FSR,2a,Alex Barrios,[under construction]
