Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
IDSC,289.0,Science Fellows Research Colloquium,Winter 2020,,Unable to determine class period,Amy  Csizmar Dalal, Instructor Permission
IDSC,298.0,FOCUS Sophomore Colloquium,Winter 2020,,Unable to determine class period,Deborah S Gross, Interdisciplinary Studies 198 as first year student
IDSC,198.01,FOCUS Colloquium,Spring 2020,,5a,Will Hollingsworth,"This colloquium is designed to give students participating in the Focusing on Cultivating Scientists program an opportunity to learn and use skills in scientific study, reasoning, and modeling. The topics of this project-based colloquium will vary each term, and allow students to develop competencies in areas relevant to multiple science disciplines."
IDSC,198.02,FOCUS Colloquium,Spring 2020,,Unable to determine class period,Will Hollingsworth,"This colloquium is designed to give students participating in the Focusing on Cultivating Scientists program an opportunity to learn and use skills in scientific study, reasoning, and modeling. The topics of this project-based colloquium will vary each term, and allow students to develop competencies in areas relevant to multiple science disciplines."
IDSC,202.0,MMUF Research Seminar,Spring 2020,,Unable to determine class period,Lori K Pearson, Participation in the Mellon Program/MMUF or MGSEF Program.
IDSC,251.01,Windows on the Good Life,Spring 2020,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",
IDSC,251.02,Windows on the Good Life,Spring 2020,HUM,Unable to determine class period,"Laurence D Cooper', 'Alan  Rubenstein",
IDSC,280.0,Learning from Internships,Spring 2020,,Unable to determine class period,Alfred P Montero,"Carleton does not grant credit for internships, but valuable off-campus learning experiences can be integrated into the academic program. Although the specific nature of internship experiences will vary, internships are opportunities to apply and extend one's academic skills and interests into work in non-academic settings. This course will involve carefully monitored work experiences in which a student has intentional learning goals. Achieving these goals will be measured through reflective writing assignments, as well as written work in connection with assigned readings."
IDSC,289.0,Science Fellows Research Colloquium,Spring 2020,,Unable to determine class period,Amy  Csizmar Dalal, Instructor Permission
IDSC,298.0,FOCUS Sophomore Colloquium,Spring 2020,,Unable to determine class period,Deborah S Gross, Interdisciplinary Studies 198 as first year student
JAPN,101.01,Elementary Japanese,Fall 2019,,1a,Mariko  Kaga,
JAPN,101.02,Elementary Japanese,Fall 2019,,4a,Mariko  Kaga,
JAPN,204.01,Intermediate Japanese,Fall 2019,,3a,Miaki  Habuka,"Emphasis is on the development of reading skills, especially the mastery of kanji, with some work on spoken Japanese through the use of audiovisual materials."
JAPN,245.0,Modern Japanese Literature and Manga in Translation,Fall 2019,"LAA, INS",4/5c,Noboru  Tomonari,"This course is a study of major works of modern fiction in Japan and their recent adaptations in manga. We will pay particular attention to cultural, aesthetic, and ideological aspects of Japanese literature in the twentieth century and to the relationship between the text, the author, and the society. We will also read their adaptations in manga. Manga has become the most popular literary medium during the last century and we will consider the relationship between modern Japanese literature and manga. This class requires no prior knowledge of Japanese language, literature, manga, or culture."
JAPN,102.01,Elementary Japanese,Winter 2020,,1a,Mariko  Kaga, Japanese 101 or equivalent
JAPN,102.02,Elementary Japanese,Winter 2020,,4a,Mariko  Kaga, Japanese 101 or equivalent
JAPN,205.01,Intermediate Japanese,Winter 2020,,3a,Miaki  Habuka, Japanese 204 or equivalent
JAPN,353.0,Thinking about Environmental Issues in Japanese,Winter 2020,ARP,4/5c,Noboru  Tomonari, Japanese 206 or equivalent.
JAPN,103.01,Elementary Japanese,Spring 2020,,1a,Mariko  Kaga, Japanese 102 or equivalent
JAPN,103.02,Elementary Japanese,Spring 2020,,4a,Mariko  Kaga, Japanese 102 or equivalent
JAPN,206.0,Japanese in Cultural Context,Spring 2020,,3a,Miaki  Habuka, Japanese 205 or equivalent
JAPN,244.0,The World of Anime in Translation,Spring 2020,LAA,4/5c,Noboru  Tomonari,"This course examines the extraordinary achievement of anime (Japanese animation), from the modern classics by Hayao Miyazaki, Isao Takahata, and Mamoru Oshii, to more recent anime directors. The anime will be studied for their aesthetic, cultural, and auteur contexts. Particular attention will be paid to the relationship of the anime to traditional arts, culture and society. This course is conducted in English and all the course materials are in English translation or in English subtitles."
JAPN,345.0,Advanced Reading in Modern Japanese Literature: The Short Story,Spring 2020,LAA,5a,Noboru  Tomonari, Japanese 206 or the equivalent.
LATN,101.0,Elementary Latin,Fall 2019,,3a,Jake Morton,"While many claims are made about the benefits of learning Latin, here’s what we know for sure: it’s a beautiful language, both intensely precise and rigorous, as well as poetically expressive and inviting. Spoken by millions in the ancient world and kept continuously “alive” up to the present, Latin provides a window onto an intellectual and cultural landscape that is both foreign and familiar to modern students. This beginning course will develop necessary vocabulary, forms, and grammar that allows students to begin reading short passages of unadulterated prose and poetry from the ancient Roman world right from the start."
LATN,204.0,Intermediate Latin Prose and Poetry,Fall 2019,,3a,Chico Zimmerman,"What are the “rules” of friendship? Would you do anything for a friend? ', '? The ancient Romans were no strangers to the often paradoxical demands of friendship and love. The goal for Intermediate Latin Prose and Poetry is to gain experience in the three major modes of Latin expression most often encountered “in the wild”—prose, poetry, and inscriptions—while exploring the notion of friendship. By combining all three modes into this one course, we hope both to create a suitable closure to the language sequence and to provide a reasonable foundation for further exploration of Roman literature and culture."
LATN,259.0,Seminar: Vergil,Fall 2019,LAA,3a,Clara S Hardy, Latin 204 or the equivalent
LATN,102.0,Intermediate Latin,Winter 2020,,2a,Chico Zimmerman, Latin 101 with a grade of at least C- or placement 
LATN,233.0,The Catilinarian Conspiracy,Winter 2020,"LAA, INS",2a,Jake Morton,"In 63 BC, a frustrated Roman nobleman named Catiline attempted to start a revolution to overthrow the Roman government, only to be exposed and stopped by the politician Cicero. At least, that is how Cicero depicts it, and we will read part of Cicero's speech that led to Catiline's condemnation. However, we will also read the contemporary Roman historian Sallust's magisterial account of the events which reveals a more complicated story about both Catiline and the senators' response. These are two of the greatest works in Latin literature and reading them together will allow us to investigate what really happened in 63 BC."
LATN,103.0,Introduction to Latin Prose and Poetry,Spring 2020,,3a,Jake Morton,This course completes the formal textbook introduction to the morphology and syntax of Latin. The focus will be on consolidating and applying grammatical concepts learned throughout the Latin sequence to the reading of extended selections of authentic Roman prose and poetry.
LATN,285.0,Weekly Latin,Spring 2020,,6a,Chico Zimmerman,"This course is intended for students who have completed Latin 204 (or equivalent) and wish to maintain and deepen their language skills. Students will meet weekly to review prepared passages, as well as reading at sight. Actual reading content will be determined prior to the start of term by the instructor in consultation with the students who have enrolled. There will be brief, periodic assessments of language comprehension throughout the term. "
LTAM,400.0,Integrative Exercise,Fall 2019,,5a,"Jorge  Brioso', 'Yansi Y Pérez', 'Adriana  Estill",
LTAM,400.0,Integrative Exercise,Winter 2020,,5a,Jorge  Brioso,
LTAM,110.0,Portuguese for Spanish Speakers,Spring 2020,,1a,Helena I Kaufman, Spanish 204 or instructor permission
LTAM,398.0,Latin American Forum,Spring 2020,,3a,"Jorge  Brioso', 'Adriana  Estill","This colloquium will explore specific issues or works in Latin American Studies through discussion of a common reading, public presentation, project, and/or performance that constitute the annual Latin American Forum. Students will be required to attend two meetings during the term to discuss the common reading or other material and must attend, without exception. All events of the Forum which take place during fourth week of spring term (on Friday afternoon and Saturday morning). A short integrative essay or report will be required at the end of the term. Intended as capstone for the Latin American Studies minor."
LING,100.0,The Noun,Fall 2019,"AI, WRC",2a,Cherlon L Ussery,Held for new first year students
LING,115.0,Introduction to the Theory of Syntax,Fall 2019,FSR,5a,Cherlon L Ussery,
LING,217.0,Phonetics and Phonology,Fall 2019,FSR,1a,Jenna T Conklin, 100-level Linguistics course
LING,288.0,The Structure of Dakota,Fall 2019,IDS,5a,Mike Flynn,"This course examines the nature of the endangered language Dakota, which was once spoken on what is today Carleton land. We will study several aspects of the language, including phonology, morphology, and syntax, with the assistance of speakers of the language from the Sisseton Wahpeton Oyate of the Lake Traverse Reservation. The goal of the course is to produce an array of careful, accurate, and clear descriptions of parts of the language, working towards a new pedagogical grammar of the language to be used in the construction of teaching materials for Dakota children. "
LING,325.0,Syntax of an Unfamiliar Language,Fall 2019,LAB,5a,Catherine R Fortin, Linguistics 216
LING,399.0,Senior Thesis,Fall 2019,FSR,5/6c,Catherine R Fortin,
LING,110.0,Introduction to Linguistics,Winter 2020,FSR,2a,Jenna T Conklin,
LING,115.0,Introduction to the Theory of Syntax,Winter 2020,FSR,3a,Mike Flynn,
LING,216.0,Generative Approaches to Syntax,Winter 2020,FSR,2a,Cherlon L Ussery, Linguistics 115
LING,275.0,First Language Acquisition,Winter 2020,LAB,2/3c,Catherine R Fortin, 100-level linguistics course
LING,375.0,Second Language Acquisition: Speech,Winter 2020,"SOC, QRE",5a,Jenna T Conklin,"Why do some people acquiring a second language obtain a pronunciation indistinguishable from that of native speakers, while others, despite excellent skills in the areas of syntax, semantics, and vocabulary, never shed their “foreign accent”? In this seminar, we will explore theoretical models that examine the impact of factors like age of acquisition, length of residence, motivation, learning environment, language identity, and native language on the phonetics and phonology of second language acquisition, looking at speech production and perception. The course will be organized around a term-long collaborative research project, with goals and topic set by the class."
LING,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,,
LING,110.0,Introduction to Linguistics,Spring 2020,FSR,2a,Jenna T Conklin,Sophomore Priority
LING,115.0,Introduction to the Theory of Syntax,Spring 2020,FSR,3a,Cherlon L Ussery,Sophomore Priority
LING,150.0,From Esperanto to Dothraki: The Linguistics of Invented Languages,Spring 2020,SOC,3a,Jenna T Conklin,"What lies behind the human urge to construct new languages? How has language invention changed over time? What can invented languages teach us about the function of natural languages and their syntactic, morphological, and phonological structure? In this course, students will dive into the history of invented languages, tackle the question of what constitutes a language, and ultimately try their hand at constructing their own language. We’ll explore what separates natural languages from invented ones and discuss how often the very qualities that their creators find most desirable inhibit the widespread adoption they envision for their languages."
LING,280.0,Field Methods in Linguistics,Spring 2020,LAB,3a,Catherine R Fortin, 100-level Linguistics course
LING,285.07,Japanese Linguistics in Kyoto Seminar: The Linguistics of the Japanese Writing System,Spring 2020,,Unable to determine class period,Mike Flynn, 100-level Linguistics course
LING,286.07,Japanese Linguistics in Kyoto Seminar: The Structure of Japanese,Spring 2020,,Unable to determine class period,Mike Flynn, 100-level Linguistics course
LING,340.0,Topics in Semantics,Spring 2020,FSR,4a,Cherlon L Ussery,"Semantics is the study of what words and constructions mean in a language and how speakers come to actually interpret those meanings. In this course we explore several objects of inquiry within the field of semantics, including compositional semantics (i.e., the computation of meaning over syntactic structures), lexical semantics (with a particular emphasis on verb meanings), and how the various interpretations of ambiguous constructions are derived."
LCST,101.08,Buddhist Studies in India Program: Elementary Tibetan,Fall 2019,,Unable to determine class period,Arthur P McKeown,"This course seeks to develop students’ level of proficiency in spoken Tibetan for basic communication, as well as the ability to read and write simple sentence constructions. Learning is grounded in written Tibetan, covering the alphabet, pronunciation, grammar, and basic vocabulary. Reading and comprehension skills are enhanced through direct translation of essential texts such as the Heart Sutra and a prayer of Manjushri. Students gain facility with spoken Tibetan through classroom drills and informal practice with Tibetans in Bodh Gaya. Students will also improve their understanding of Tibetan culture and society through this course."
LCST,101.09,Buddhist Studies India Program: Elementary Hindi,Fall 2019,,Unable to determine class period,Arthur P McKeown,"An introduction to basic colloquial Hindi speaking and writing skills for everyday interactions in Northern India. Essential grammar is introduced and reviewed in morning meetings, and conversational and reading abilities are developed in afternoon practice. Students are encouraged to practice speaking and listening comprehension by conversing with Hindi speakers outside of class."
LCST,103.07,Buddhist Studies India Program: Intermediate Hindi,Fall 2019,,Unable to determine class period,Arthur P McKeown,"This course builds on the student’s previous training in spoken and written Hindi language.  Students will gain the ability to initiate and sustain conversations with Hindi speakers, read and write in Hindi about personal and social situations, as well as extract the main idea and information from descriptive and narrative texts. Students will apply their language learning and deepen their understanding of Indian culture through interaction with local residents and participation in seasonal festivals and other activities."
LCST,245.0,The Critical Toolbox: Who's Afraid of Theory?,Winter 2020,"LAA, WRC, INS",4a,Sandra E Rousseau,"This class introduces students to the various theoretical frameworks and the many approaches scholars can use when analyzing a text (whether this text is a film, an image, a literary piece or a performance). What do words like ‘structuralism,’ ‘ecocriticism,’ 'cultural studies,' and ‘postcolonial studies’ refer to? Most importantly, how do they help us understand the world around us? This class will be organized around interdisciplinary theoretical readings and exercises in cultural analysis."
MATH,101.0,Calculus with Problem Solving,Fall 2019,FSR,1a,Deanna B Haunsperger, Not open to students who have received credit for Math 111.
MATH,111.01,Introduction to Calculus,Fall 2019,FSR,1a,Caroline L Turnage-Butterbaugh," Requires placement via the Calculus Placement Exam 1, see Mathematics web page. Not open to students who have received credit for Mathematics 101."
MATH,111.02,Introduction to Calculus,Fall 2019,FSR,4a,Owen D Biesel," Requires placement via the Calculus Placement Exam 1, see Mathematics web page. Not open to students who have received credit for Mathematics 101."
MATH,111.03,Introduction to Calculus,Fall 2019,FSR,6a,Owen D Biesel," Requires placement via the Calculus Placement Exam 1, see Mathematics web page. Not open to students who have received credit for Mathematics 101."
MATH,120.01,Calculus 2,Fall 2019,FSR,2a,Caroline L Turnage-Butterbaugh,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers."
MATH,120.02,Calculus 2,Fall 2019,FSR,3a,Rafe Jones,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers."
MATH,120.03,Calculus 2,Fall 2019,FSR,5a,Alex Barrios,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers."
MATH,120.04,Calculus 2,Fall 2019,FSR,6a,Rafe Jones,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers."
MATH,210.0,Calculus 3,Fall 2019,FSR,3a,Eric S Egge,"Vectors, curves, calculus of functions of three independent variables, including directional derivatives and triple integrals, cylindrical and spherical coordinates, line integrals, Green's theorem, sequences and series, power series, Taylor series."
MATH,211.01,Introduction to Multivariable Calculus,Fall 2019,FSR,1a,Gail S Nelson, Mathematics 121 or placement via Calculus Placement Exam #3
MATH,211.02,Introduction to Multivariable Calculus,Fall 2019,FSR,3a,Deanna B Haunsperger, Mathematics 121 or placement via Calculus Placement Exam #3
MATH,211.03,Introduction to Multivariable Calculus,Fall 2019,FSR,4a,Kate Hake, Mathematics 121 or placement via Calculus Placement Exam #3
MATH,215.01,Introduction to Statistics,Fall 2019,"FSR, QRE",1a,Tom Madsen,"Introduction to statistics and data analysis. Practical aspects of statistics, including extensive use of statistical software, interpretation and communication of results, will be emphasized. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, basic probability, the normal distribution, randomization approach to inference, sampling distributions, estimation, hypothesis testing, and two-way tables. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 265-275 Probability-Statistics sequence."
MATH,215.02,Introduction to Statistics,Fall 2019,"FSR, QRE",4a,Tom Madsen,"Introduction to statistics and data analysis. Practical aspects of statistics, including extensive use of statistical software, interpretation and communication of results, will be emphasized. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, basic probability, the normal distribution, randomization approach to inference, sampling distributions, estimation, hypothesis testing, and two-way tables. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 265-275 Probability-Statistics sequence."
MATH,232.01,Linear Algebra,Fall 2019,FSR,2a,Eric S Egge, Mathematics 120 or 211
MATH,232.02,Linear Algebra,Fall 2019,FSR,3a,Gail S Nelson, Mathematics 120 or 211
MATH,236.0,Mathematical Structures,Fall 2019,FSR,2a,Alex Barrios, Mathematics 232 and either Mathematics 210 or Mathematics 211
MATH,245.0,Applied Regression Analysis,Fall 2019,"FSR, QRE",2a,Katie St. Clair, Mathematics 215 (or equivalent) or 275
MATH,265.01,Probability,Fall 2019,FSR,1a,Katie St. Clair, Mathematics 120 or 211
MATH,265.02,Probability,Fall 2019,FSR,5a,Josh Davis, Mathematics 120 or 211
MATH,280.0,Statistical Consulting,Fall 2019,"FSR, QRE",2/3c,Adam  Loy, Mathematics 245 and instructor permission
MATH,295.0,Numerical Analysis,Fall 2019,FSR,4a,Rob Thompson,"Methods of mathematical approximation and applications to scientific computing. Topics include optimization, interpolation, numerical linear algebra, solution of differential equations, and Fourier methods. Both theory and implementation of numerical algorithms will be emphasized."
MATH,315.0,Topics Probability/Statistics: Bayesian Statistics,Fall 2019,"FSR, QRE",4a,Adam  Loy,"An introduction to statistical inference and modeling in the Bayesian paradigm. Topics include Bayes' Theorem, common prior and posterior distributions, hierarchical models, Markov chain Monte Carlo methods (e.g., the Metropolis-Hastings algorithm and Gibbs sampler) and model adequacy and posterior predictive checks. The course uses R extensively for simulations."
MATH,321.0,Real Analysis I,Fall 2019,FSR,5a,Michael P Cohen, Mathematics 236 or permission of the instructor
MATH,332.0,Advanced Linear Algebra,Fall 2019,FSR,3a,Mark  Krusemeyer, Mathematics 236 or instructor permission
MATH,400.01,Integrative Exercise,Fall 2019,,Unable to determine class period,Katie St. Clair," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.02,Integrative Exercise,Fall 2019,,Unable to determine class period,Alex Barrios," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.03,Integrative Exercise,Fall 2019,,Unable to determine class period,Michael P Cohen," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.04,Integrative Exercise,Fall 2019,,6a,Eric S Egge," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.05,Integrative Exercise,Fall 2019,,Unable to determine class period,Kate Hake," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.06,Integrative Exercise,Fall 2019,,Unable to determine class period,Katie St. Clair," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.08,Integrative Exercise,Fall 2019,,Unable to determine class period,Rob Thompson," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.09,Integrative Exercise,Fall 2019,,Unable to determine class period,Deanna B Haunsperger," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,111.01,Introduction to Calculus,Winter 2020,FSR,5a,Michael P Cohen," Requires placement via the Calculus Placement Exam 1, see Mathematics web page. Not open to students who have received credit for Mathematics 101."
MATH,120.01,Calculus 2,Winter 2020,FSR,1a,Deanna B Haunsperger,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers."
MATH,120.02,Calculus 2,Winter 2020,FSR,3a,Caroline L Turnage-Butterbaugh,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers."
MATH,120.03,Calculus 2,Winter 2020,FSR,6a,Rafe Jones,"Inverse functions, integration by parts, improper integrals, modeling with differential equations, vectors, calculus of functions of two independent variables including directional derivatives and double integrals, Lagrange multipliers."
MATH,206.0,A Tour of Mathematics,Winter 2020,,Unable to determine class period,Kate Hake,
MATH,210.01,Calculus 3,Winter 2020,FSR,1a,Caroline L Turnage-Butterbaugh,"Vectors, curves, calculus of functions of three independent variables, including directional derivatives and triple integrals, cylindrical and spherical coordinates, line integrals, Green's theorem, sequences and series, power series, Taylor series."
MATH,210.02,Calculus 3,Winter 2020,FSR,2a,Alex Barrios,"Vectors, curves, calculus of functions of three independent variables, including directional derivatives and triple integrals, cylindrical and spherical coordinates, line integrals, Green's theorem, sequences and series, power series, Taylor series."
MATH,211.0,Introduction to Multivariable Calculus,Winter 2020,FSR,4a,Kate Hake, Mathematics 121 or placement via Calculus Placement Exam #3
MATH,215.01,Introduction to Statistics,Winter 2020,"FSR, QRE",1a,Tom Madsen,"Introduction to statistics and data analysis. Practical aspects of statistics, including extensive use of statistical software, interpretation and communication of results, will be emphasized. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, basic probability, the normal distribution, randomization approach to inference, sampling distributions, estimation, hypothesis testing, and two-way tables. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 265-275 Probability-Statistics sequence."
MATH,215.02,Introduction to Statistics,Winter 2020,"FSR, QRE",2a,Katie St. Clair,"Introduction to statistics and data analysis. Practical aspects of statistics, including extensive use of statistical software, interpretation and communication of results, will be emphasized. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, basic probability, the normal distribution, randomization approach to inference, sampling distributions, estimation, hypothesis testing, and two-way tables. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 265-275 Probability-Statistics sequence."
MATH,215.03,Introduction to Statistics,Winter 2020,"FSR, QRE",4a,Owen D Biesel,"Introduction to statistics and data analysis. Practical aspects of statistics, including extensive use of statistical software, interpretation and communication of results, will be emphasized. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, basic probability, the normal distribution, randomization approach to inference, sampling distributions, estimation, hypothesis testing, and two-way tables. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 265-275 Probability-Statistics sequence."
MATH,232.01,Linear Algebra,Winter 2020,FSR,2a,Michael P Cohen, Mathematics 120 or 211
MATH,232.02,Linear Algebra,Winter 2020,FSR,3a,Alex Barrios, Mathematics 120 or 211
MATH,236.0,Mathematical Structures,Winter 2020,FSR,4a,Rafe Jones, Mathematics 232 and either Mathematics 210 or Mathematics 211
MATH,241.0,Ordinary Differential Equations,Winter 2020,FSR,4a,Rob Thompson, Mathematics 232 or instructor permission
MATH,241.02,Ordinary Differential Equations,Winter 2020,FSR,3a,Rob Thompson, Mathematics 232 or instructor permission
MATH,245.0,Applied Regression Analysis,Winter 2020,"FSR, QRE",5a,Laura M Chihara, Mathematics 215 (or equivalent) or 275
MATH,265.0,Probability,Winter 2020,FSR,4a,Tom Madsen, Mathematics 120 or 211
MATH,275.0,Introduction to Statistical Inference,Winter 2020,"FSR, QRE",2a,Laura M Chihara, Mathematics 265
MATH,280.0,Statistical Consulting,Winter 2020,"FSR, QRE",2/3c,Adam  Loy, Mathematics 245 and instructor permission
MATH,285.0,Introduction to Data Science,Winter 2020,"FSR, QRE",1a,Katie St. Clair,"This course will cover the computational side of data analysis, including data acquisition, management and visualization tools. Topics may include: data scraping, clean up and manipulation, data visualization using packages such as ggplots, understanding and visualizing spatial and network data, and supervised and unsupervised classification methods. We will use the statistics software R in this course."
MATH,331.0,Real Analysis II,Winter 2020,FSR,3a,Gail S Nelson, Mathematics 321 or instructor permission
MATH,333.0,Combinatorial Theory,Winter 2020,FSR,5a,Mark  Krusemeyer, Mathematics 236 or instructor permission
MATH,342.0,Abstract Algebra I,Winter 2020,FSR,3a,Eric S Egge, Mathematics 236 or instructor permission
MATH,354.0,Topology,Winter 2020,FSR,2a,Kate Hake,"An introduction to the study of topological spaces. We develop concepts from point-set and algebraic topology in order to distinguish between different topological spaces up to homeomorphism. Topics include methods of construction of topological spaces; continuity, connectedness, compactness, Hausdorff condition; fundamental group, homotopy of maps."
MATH,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period,Katie St. Clair," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period,Alex Barrios," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.03,Integrative Exercise,Winter 2020,,Unable to determine class period,Michael P Cohen," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.04,Integrative Exercise,Winter 2020,,6a,Eric S Egge," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.05,Integrative Exercise,Winter 2020,,Unable to determine class period,Kate Hake," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.06,Integrative Exercise,Winter 2020,,Unable to determine class period,Katie St. Clair," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.08,Integrative Exercise,Winter 2020,,Unable to determine class period,Rob Thompson," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.09,Integrative Exercise,Winter 2020,,Unable to determine class period,Deanna B Haunsperger," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.1,Integrative Exercise,Winter 2020,,Unable to determine class period,Owen D Biesel," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.11,Integrative Exercise,Winter 2020,,6a,Laura M Chihara," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.12,Integrative Exercise,Winter 2020,,Unable to determine class period,Rafe Jones," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.13,Integrative Exercise,Winter 2020,,Unable to determine class period,Mark  Krusemeyer," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,400.14,Integrative Exercise,Winter 2020,,Unable to determine class period,Tom Madsen," Mathematics 236 and successful completion of three courses from among: Mathematics courses numbered above 236, Computer Science 252, Computer Science 254, Computer Science 352"
MATH,120.0,Calculus 2,Spring 2020,FSR,5a,," Mathematics 101, 111, score of 4 or 5 on Calculus AB Exam, score of 5, 6, or 7 on Mathematics IB exam or placement via a Carleton placement exam. Not open to students who have received credit for Math 211 or have a score of 4 or 5 on the AP Calculus BC ex"
MATH,210.01,Calculus 3,Spring 2020,FSR,3a,Michael P Cohen,"Vectors, curves, calculus of functions of three independent variables, including directional derivatives and triple integrals, cylindrical and spherical coordinates, line integrals, Green's theorem, sequences and series, power series, Taylor series."
MATH,210.02,Calculus 3,Spring 2020,FSR,5a,Kate Hake,"Vectors, curves, calculus of functions of three independent variables, including directional derivatives and triple integrals, cylindrical and spherical coordinates, line integrals, Green's theorem, sequences and series, power series, Taylor series."
MATH,215.01,Introduction to Statistics,Spring 2020,"FSR, QRE",1a,Laura M Chihara,"Introduction to statistics and data analysis. Practical aspects of statistics, including extensive use of statistical software, interpretation and communication of results, will be emphasized. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, basic probability, the normal distribution, randomization approach to inference, sampling distributions, estimation, hypothesis testing, and two-way tables. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 265-275 Probability-Statistics sequence."
MATH,215.02,Introduction to Statistics,Spring 2020,"FSR, QRE",4a,Owen D Biesel,"Introduction to statistics and data analysis. Practical aspects of statistics, including extensive use of statistical software, interpretation and communication of results, will be emphasized. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, basic probability, the normal distribution, randomization approach to inference, sampling distributions, estimation, hypothesis testing, and two-way tables. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 265-275 Probability-Statistics sequence."
MATH,232.01,Linear Algebra,Spring 2020,FSR,4a,Gail S Nelson, Mathematics 120 or 211
MATH,232.02,Linear Algebra,Spring 2020,FSR,5a,Michael P Cohen, Mathematics 120 or 211
MATH,236.01,Mathematical Structures,Spring 2020,FSR,2a,Deanna B Haunsperger, Mathematics 232 and either Mathematics 210 or Mathematics 211
